from_date,title,count
3/19/2001,Senior Engineer,2
3/17/2001,Senior Staff,2
3/17/2001,Senior Engineer,2
3/15/2001,Senior Engineer,1
3/14/2001,Senior Staff,2
3/14/2001,Senior Engineer,1
3/13/2001,Senior Engineer,1
3/13/2001,Senior Staff,2
3/12/2001,Senior Engineer,3
3/12/2001,Senior Staff,1
3/11/2001,Senior Engineer,2
3/11/2001,Senior Staff,3
3/10/2001,Senior Engineer,2
3/9/2001,Senior Staff,1
3/9/2001,Senior Engineer,2
3/8/2001,Engineer,1
3/8/2001,Senior Engineer,3
3/8/2001,Senior Staff,1
3/7/2001,Senior Engineer,1
3/7/2001,Senior Staff,1
3/6/2001,Engineer,1
3/6/2001,Senior Engineer,1
3/6/2001,Senior Staff,2
3/5/2001,Senior Staff,4
3/5/2001,Senior Engineer,1
3/4/2001,Senior Engineer,3
3/3/2001,Senior Staff,2
3/3/2001,Senior Engineer,3
3/2/2001,Senior Staff,2
3/2/2001,Senior Engineer,2
3/1/2001,Senior Staff,2
3/1/2001,Senior Engineer,3
2/28/2001,Senior Engineer,2
2/28/2001,Senior Staff,1
2/27/2001,Senior Staff,1
2/27/2001,Senior Engineer,1
2/26/2001,Senior Engineer,1
2/25/2001,Senior Engineer,1
2/25/2001,Senior Staff,1
2/24/2001,Senior Engineer,2
2/24/2001,Senior Staff,3
2/23/2001,Senior Engineer,1
2/23/2001,Senior Staff,2
2/22/2001,Senior Engineer,2
2/22/2001,Senior Staff,2
2/21/2001,Senior Engineer,3
2/21/2001,Senior Staff,1
2/20/2001,Senior Staff,1
2/19/2001,Senior Engineer,3
2/18/2001,Senior Engineer,2
2/18/2001,Senior Staff,1
2/17/2001,Senior Staff,2
2/17/2001,Senior Engineer,1
2/16/2001,Senior Engineer,2
2/16/2001,Senior Staff,1
2/15/2001,Senior Engineer,1
2/14/2001,Senior Engineer,2
2/13/2001,Senior Engineer,4
2/13/2001,Senior Staff,1
2/12/2001,Senior Engineer,2
2/12/2001,Senior Staff,1
2/11/2001,Senior Staff,1
2/11/2001,Engineer,1
2/10/2001,Senior Staff,3
2/9/2001,Senior Staff,2
2/9/2001,Senior Engineer,2
2/8/2001,Senior Staff,1
2/7/2001,Engineer,2
2/7/2001,Senior Engineer,2
2/7/2001,Senior Staff,1
2/6/2001,Senior Engineer,2
2/6/2001,Senior Staff,2
2/5/2001,Senior Engineer,2
2/5/2001,Senior Staff,2
2/4/2001,Senior Engineer,3
2/2/2001,Senior Staff,4
2/1/2001,Senior Engineer,2
2/1/2001,Senior Staff,2
1/31/2001,Senior Staff,2
1/30/2001,Senior Staff,3
1/30/2001,Senior Engineer,3
1/29/2001,Engineer,1
1/29/2001,Senior Engineer,1
1/29/2001,Senior Staff,1
1/28/2001,Senior Staff,1
1/28/2001,Senior Engineer,3
1/27/2001,Senior Staff,2
1/27/2001,Engineer,1
1/27/2001,Senior Engineer,2
1/26/2001,Senior Staff,2
1/26/2001,Senior Engineer,1
1/25/2001,Senior Engineer,1
1/25/2001,Senior Staff,2
1/24/2001,Senior Staff,3
1/24/2001,Senior Engineer,2
1/23/2001,Engineer,1
1/23/2001,Senior Engineer,1
1/22/2001,Senior Engineer,1
1/22/2001,Senior Staff,2
1/22/2001,Engineer,2
1/21/2001,Senior Staff,2
1/21/2001,Senior Engineer,2
1/20/2001,Senior Staff,2
1/20/2001,Senior Engineer,1
1/20/2001,Engineer,1
1/19/2001,Senior Staff,1
1/18/2001,Senior Engineer,6
1/17/2001,Senior Engineer,1
1/17/2001,Senior Staff,3
1/16/2001,Senior Engineer,2
1/16/2001,Senior Staff,3
1/15/2001,Senior Engineer,2
1/15/2001,Senior Staff,2
1/14/2001,Senior Engineer,1
1/14/2001,Senior Staff,3
1/13/2001,Senior Staff,2
1/12/2001,Senior Staff,2
1/12/2001,Senior Engineer,2
1/11/2001,Senior Engineer,2
1/11/2001,Senior Staff,2
1/10/2001,Senior Engineer,1
1/9/2001,Senior Staff,2
1/9/2001,Senior Engineer,1
1/8/2001,Senior Engineer,1
1/8/2001,Senior Staff,2
1/8/2001,Engineer,1
1/7/2001,Senior Engineer,2
1/6/2001,Senior Engineer,2
1/6/2001,Senior Staff,2
1/5/2001,Senior Staff,2
1/5/2001,Engineer,1
1/5/2001,Senior Engineer,2
1/4/2001,Senior Engineer,3
1/3/2001,Senior Engineer,1
1/2/2001,Senior Engineer,2
12/31/2000,Senior Staff,3
12/30/2000,Senior Engineer,1
12/29/2000,Senior Engineer,3
12/29/2000,Engineer,1
12/29/2000,Senior Staff,4
12/28/2000,Senior Staff,2
12/28/2000,Senior Engineer,2
12/27/2000,Senior Staff,1
12/27/2000,Senior Engineer,3
12/26/2000,Senior Staff,4
12/26/2000,Senior Engineer,2
12/25/2000,Senior Engineer,3
12/24/2000,Senior Staff,1
12/24/2000,Senior Engineer,1
12/23/2000,Senior Engineer,2
12/23/2000,Senior Staff,2
12/22/2000,Senior Staff,3
12/22/2000,Senior Engineer,3
12/21/2000,Senior Staff,1
12/21/2000,Senior Engineer,1
12/20/2000,Senior Staff,1
12/19/2000,Senior Staff,3
12/19/2000,Senior Engineer,1
12/18/2000,Senior Staff,1
12/18/2000,Senior Engineer,3
12/17/2000,Senior Engineer,3
12/16/2000,Senior Engineer,3
12/16/2000,Senior Staff,3
12/15/2000,Senior Staff,2
12/15/2000,Senior Engineer,2
12/14/2000,Senior Engineer,1
12/14/2000,Senior Staff,1
12/13/2000,Senior Engineer,2
12/12/2000,Senior Staff,1
12/12/2000,Senior Engineer,2
12/11/2000,Senior Staff,2
12/10/2000,Senior Engineer,1
12/9/2000,Engineer,1
12/9/2000,Senior Engineer,4
12/7/2000,Senior Engineer,4
12/7/2000,Senior Staff,1
12/6/2000,Senior Engineer,3
12/6/2000,Senior Staff,1
12/5/2000,Senior Staff,1
12/5/2000,Senior Engineer,1
12/4/2000,Senior Engineer,4
12/4/2000,Senior Staff,2
12/3/2000,Senior Staff,1
12/3/2000,Senior Engineer,2
12/1/2000,Senior Engineer,5
11/30/2000,Senior Engineer,3
11/29/2000,Senior Engineer,2
11/29/2000,Senior Staff,4
11/28/2000,Senior Engineer,2
11/27/2000,Senior Staff,1
11/27/2000,Senior Engineer,2
11/26/2000,Senior Staff,2
11/26/2000,Senior Engineer,1
11/25/2000,Senior Staff,1
11/25/2000,Senior Engineer,1
11/24/2000,Senior Engineer,1
11/24/2000,Senior Staff,2
11/23/2000,Senior Engineer,3
11/22/2000,Engineer,1
11/22/2000,Senior Engineer,1
11/22/2000,Senior Staff,1
11/21/2000,Senior Engineer,1
11/21/2000,Senior Staff,2
11/20/2000,Engineer,1
11/20/2000,Senior Engineer,2
11/19/2000,Engineer,1
11/19/2000,Senior Engineer,1
11/19/2000,Senior Staff,1
11/18/2000,Senior Staff,1
11/17/2000,Senior Engineer,2
11/17/2000,Senior Staff,1
11/16/2000,Senior Engineer,6
11/15/2000,Senior Engineer,1
11/15/2000,Senior Staff,2
11/14/2000,Senior Staff,1
11/14/2000,Senior Engineer,4
11/13/2000,Senior Engineer,3
11/12/2000,Senior Staff,3
11/12/2000,Engineer,1
11/11/2000,Senior Staff,2
11/11/2000,Engineer,1
11/10/2000,Senior Engineer,3
11/9/2000,Senior Staff,3
11/7/2000,Senior Engineer,2
11/7/2000,Senior Staff,1
11/6/2000,Senior Engineer,4
11/5/2000,Senior Engineer,1
11/4/2000,Senior Engineer,5
11/4/2000,Engineer,1
11/4/2000,Senior Staff,3
11/3/2000,Senior Engineer,2
11/3/2000,Senior Staff,2
11/2/2000,Senior Staff,6
11/2/2000,Senior Engineer,1
11/1/2000,Senior Engineer,1
10/31/2000,Senior Engineer,4
10/30/2000,Senior Staff,1
10/30/2000,Engineer,1
10/29/2000,Senior Staff,1
10/29/2000,Senior Engineer,3
10/28/2000,Senior Engineer,3
10/27/2000,Senior Staff,1
10/27/2000,Senior Engineer,2
10/26/2000,Senior Engineer,1
10/25/2000,Senior Staff,2
10/25/2000,Senior Engineer,1
10/24/2000,Engineer,1
10/24/2000,Senior Staff,2
10/24/2000,Senior Engineer,1
10/23/2000,Senior Engineer,3
10/23/2000,Senior Staff,4
10/21/2000,Senior Staff,2
10/20/2000,Engineer,1
10/20/2000,Senior Engineer,3
10/20/2000,Senior Staff,1
10/19/2000,Senior Engineer,1
10/19/2000,Senior Staff,4
10/18/2000,Engineer,1
10/18/2000,Senior Staff,2
10/17/2000,Senior Engineer,3
10/17/2000,Engineer,1
10/17/2000,Senior Staff,1
10/16/2000,Senior Engineer,1
10/16/2000,Senior Staff,1
10/15/2000,Engineer,1
10/15/2000,Senior Staff,2
10/14/2000,Senior Engineer,1
10/12/2000,Senior Engineer,1
10/11/2000,Senior Staff,2
10/10/2000,Senior Staff,1
10/10/2000,Senior Engineer,1
10/9/2000,Senior Staff,1
10/9/2000,Senior Engineer,3
10/8/2000,Senior Engineer,1
10/8/2000,Senior Staff,2
10/7/2000,Senior Staff,2
10/5/2000,Senior Engineer,1
10/4/2000,Senior Engineer,1
10/3/2000,Senior Staff,1
10/3/2000,Senior Engineer,3
10/2/2000,Senior Engineer,1
10/1/2000,Senior Staff,2
10/1/2000,Senior Engineer,1
9/30/2000,Senior Engineer,1
9/30/2000,Senior Staff,2
9/29/2000,Senior Staff,2
9/28/2000,Senior Staff,2
9/27/2000,Senior Engineer,2
9/26/2000,Senior Engineer,1
9/26/2000,Senior Staff,3
9/25/2000,Senior Engineer,1
9/25/2000,Senior Staff,4
9/24/2000,Senior Engineer,2
9/23/2000,Senior Engineer,2
9/22/2000,Senior Engineer,2
9/22/2000,Senior Staff,2
9/21/2000,Senior Staff,1
9/20/2000,Senior Engineer,4
9/20/2000,Engineer,1
9/19/2000,Senior Staff,1
9/18/2000,Senior Engineer,1
9/17/2000,Senior Engineer,1
9/17/2000,Senior Staff,3
9/16/2000,Senior Engineer,1
9/16/2000,Senior Staff,3
9/15/2000,Senior Engineer,1
9/14/2000,Senior Engineer,3
9/13/2000,Senior Staff,2
9/13/2000,Senior Engineer,1
9/12/2000,Senior Engineer,4
9/12/2000,Senior Staff,4
9/11/2000,Senior Engineer,3
9/11/2000,Senior Staff,3
9/9/2000,Senior Staff,1
9/9/2000,Senior Engineer,1
9/8/2000,Senior Engineer,1
9/7/2000,Senior Staff,1
9/7/2000,Senior Engineer,4
9/6/2000,Senior Staff,2
9/6/2000,Senior Engineer,2
9/4/2000,Senior Engineer,3
9/4/2000,Senior Staff,1
9/2/2000,Senior Engineer,1
9/2/2000,Senior Staff,3
9/2/2000,Engineer,1
9/1/2000,Senior Engineer,2
9/1/2000,Senior Staff,1
9/1/2000,Engineer,1
8/31/2000,Senior Engineer,1
8/31/2000,Senior Staff,2
8/30/2000,Engineer,2
8/30/2000,Senior Engineer,1
8/30/2000,Senior Staff,2
8/29/2000,Engineer,1
8/28/2000,Senior Engineer,2
8/28/2000,Senior Staff,1
8/27/2000,Senior Staff,3
8/27/2000,Senior Engineer,3
8/26/2000,Senior Staff,1
8/26/2000,Senior Engineer,4
8/25/2000,Senior Engineer,3
8/24/2000,Senior Staff,1
8/23/2000,Senior Engineer,2
8/23/2000,Senior Staff,1
8/22/2000,Senior Engineer,2
8/22/2000,Senior Staff,2
8/21/2000,Senior Engineer,2
8/21/2000,Senior Staff,1
8/20/2000,Senior Staff,2
8/19/2000,Senior Engineer,3
8/19/2000,Senior Staff,2
8/19/2000,Engineer,1
8/18/2000,Senior Engineer,2
8/18/2000,Senior Staff,1
8/17/2000,Senior Staff,1
8/17/2000,Senior Engineer,3
8/16/2000,Senior Staff,2
8/15/2000,Senior Engineer,2
8/15/2000,Senior Staff,2
8/14/2000,Senior Staff,1
8/14/2000,Senior Engineer,2
8/13/2000,Senior Engineer,2
8/13/2000,Senior Staff,1
8/12/2000,Senior Engineer,1
8/11/2000,Senior Staff,2
8/10/2000,Senior Engineer,2
8/10/2000,Senior Staff,1
8/9/2000,Senior Engineer,2
8/9/2000,Senior Staff,1
8/7/2000,Senior Staff,2
8/7/2000,Senior Engineer,1
8/6/2000,Senior Engineer,2
8/6/2000,Senior Staff,1
8/5/2000,Senior Engineer,2
8/5/2000,Senior Staff,2
8/4/2000,Senior Staff,1
8/4/2000,Senior Engineer,2
8/3/2000,Senior Engineer,2
8/2/2000,Senior Staff,3
8/2/2000,Senior Engineer,1
8/1/2000,Senior Staff,3
8/1/2000,Senior Engineer,3
7/31/2000,Engineer,1
7/31/2000,Senior Staff,3
7/29/2000,Senior Engineer,5
7/29/2000,Engineer,1
7/28/2000,Senior Staff,1
7/28/2000,Senior Engineer,1
7/27/2000,Senior Engineer,1
7/27/2000,Senior Staff,2
7/26/2000,Senior Engineer,3
7/26/2000,Senior Staff,1
7/25/2000,Senior Engineer,3
7/25/2000,Senior Staff,1
7/24/2000,Senior Engineer,2
7/24/2000,Senior Staff,2
7/23/2000,Senior Staff,2
7/23/2000,Senior Engineer,3
7/23/2000,Engineer,1
7/22/2000,Senior Staff,1
7/22/2000,Senior Engineer,2
7/21/2000,Senior Staff,2
7/20/2000,Senior Staff,1
7/19/2000,Senior Engineer,3
7/19/2000,Engineer,1
7/18/2000,Engineer,1
7/18/2000,Senior Engineer,2
7/18/2000,Senior Staff,4
7/17/2000,Senior Engineer,1
7/16/2000,Senior Engineer,3
7/16/2000,Senior Staff,1
7/15/2000,Senior Engineer,4
7/15/2000,Senior Staff,3
7/14/2000,Senior Staff,1
7/14/2000,Senior Engineer,1
7/13/2000,Senior Staff,6
7/13/2000,Senior Engineer,2
7/12/2000,Engineer,1
7/12/2000,Senior Engineer,1
7/11/2000,Senior Staff,1
7/11/2000,Senior Engineer,2
7/10/2000,Senior Engineer,2
7/9/2000,Senior Staff,3
7/9/2000,Senior Engineer,3
7/8/2000,Senior Staff,1
7/8/2000,Senior Engineer,2
7/7/2000,Senior Engineer,1
7/7/2000,Senior Staff,2
7/6/2000,Senior Staff,3
7/6/2000,Senior Engineer,2
7/6/2000,Engineer,1
7/5/2000,Senior Staff,1
7/5/2000,Senior Engineer,2
7/4/2000,Senior Staff,2
7/4/2000,Senior Engineer,2
7/3/2000,Senior Engineer,1
7/3/2000,Senior Staff,3
7/2/2000,Senior Engineer,2
7/2/2000,Senior Staff,1
7/1/2000,Senior Engineer,1
7/1/2000,Senior Staff,1
6/30/2000,Senior Engineer,1
6/30/2000,Senior Staff,3
6/29/2000,Senior Staff,2
6/29/2000,Senior Engineer,1
6/28/2000,Senior Engineer,3
6/27/2000,Senior Staff,2
6/27/2000,Senior Engineer,2
6/26/2000,Senior Engineer,1
6/26/2000,Senior Staff,1
6/24/2000,Senior Engineer,2
6/23/2000,Senior Staff,2
6/23/2000,Senior Engineer,3
6/22/2000,Senior Staff,1
6/22/2000,Senior Engineer,1
6/21/2000,Senior Staff,1
6/21/2000,Senior Engineer,4
6/20/2000,Senior Engineer,2
6/19/2000,Senior Staff,2
6/19/2000,Senior Engineer,1
6/18/2000,Senior Staff,2
6/18/2000,Senior Engineer,1
6/17/2000,Senior Staff,1
6/17/2000,Senior Engineer,2
6/16/2000,Senior Engineer,2
6/16/2000,Senior Staff,1
6/15/2000,Senior Engineer,2
6/14/2000,Senior Staff,1
6/14/2000,Senior Engineer,1
6/13/2000,Senior Engineer,1
6/13/2000,Senior Staff,1
6/12/2000,Senior Staff,1
6/12/2000,Senior Engineer,2
6/12/2000,Engineer,1
6/11/2000,Senior Engineer,3
6/10/2000,Senior Staff,1
6/9/2000,Senior Staff,1
6/8/2000,Senior Staff,2
6/7/2000,Engineer,1
6/7/2000,Senior Engineer,5
6/6/2000,Senior Staff,5
6/6/2000,Senior Engineer,3
6/5/2000,Senior Engineer,5
6/5/2000,Senior Staff,1
6/4/2000,Senior Staff,1
6/4/2000,Senior Engineer,1
6/3/2000,Senior Engineer,3
6/3/2000,Senior Staff,3
6/2/2000,Senior Engineer,1
6/2/2000,Senior Staff,3
6/1/2000,Senior Engineer,3
5/31/2000,Senior Staff,1
5/31/2000,Senior Engineer,2
5/30/2000,Senior Engineer,1
5/30/2000,Senior Staff,2
5/30/2000,Engineer,2
5/29/2000,Senior Staff,3
5/29/2000,Senior Engineer,1
5/28/2000,Senior Engineer,2
5/28/2000,Senior Staff,4
5/27/2000,Senior Engineer,3
5/27/2000,Senior Staff,2
5/26/2000,Senior Engineer,2
5/26/2000,Senior Staff,3
5/25/2000,Senior Engineer,2
5/25/2000,Senior Staff,1
5/24/2000,Senior Engineer,3
5/24/2000,Senior Staff,1
5/23/2000,Senior Staff,1
5/23/2000,Senior Engineer,3
5/22/2000,Engineer,1
5/22/2000,Senior Engineer,1
5/21/2000,Senior Engineer,1
5/20/2000,Senior Engineer,1
5/20/2000,Senior Staff,1
5/19/2000,Senior Engineer,2
5/19/2000,Senior Staff,2
5/18/2000,Senior Engineer,1
5/17/2000,Senior Engineer,2
5/16/2000,Senior Engineer,1
5/15/2000,Senior Staff,1
5/14/2000,Senior Engineer,1
5/14/2000,Senior Staff,1
5/13/2000,Senior Engineer,2
5/12/2000,Senior Engineer,1
5/12/2000,Engineer,1
5/11/2000,Senior Engineer,1
5/9/2000,Senior Staff,1
5/9/2000,Senior Engineer,2
5/8/2000,Senior Engineer,6
5/8/2000,Senior Staff,1
5/7/2000,Senior Staff,1
5/7/2000,Senior Engineer,1
5/6/2000,Senior Staff,6
5/6/2000,Senior Engineer,2
5/5/2000,Senior Staff,3
5/4/2000,Senior Staff,1
5/4/2000,Senior Engineer,2
5/3/2000,Engineer,1
5/3/2000,Senior Engineer,1
5/3/2000,Senior Staff,1
5/2/2000,Senior Engineer,1
5/2/2000,Senior Staff,1
5/1/2000,Senior Engineer,3
4/30/2000,Senior Engineer,3
4/30/2000,Senior Staff,1
4/29/2000,Senior Engineer,4
4/28/2000,Senior Staff,2
4/28/2000,Senior Engineer,1
4/26/2000,Senior Staff,2
4/25/2000,Senior Staff,1
4/25/2000,Senior Engineer,3
4/24/2000,Senior Staff,3
4/24/2000,Senior Engineer,2
4/23/2000,Senior Staff,2
4/23/2000,Senior Engineer,2
4/23/2000,Engineer,1
4/22/2000,Senior Staff,3
4/22/2000,Engineer,1
4/22/2000,Senior Engineer,2
4/21/2000,Senior Engineer,2
4/20/2000,Engineer,2
4/20/2000,Senior Staff,2
4/19/2000,Senior Engineer,1
4/19/2000,Senior Staff,2
4/18/2000,Senior Engineer,1
4/18/2000,Senior Staff,2
4/17/2000,Senior Engineer,1
4/17/2000,Senior Staff,4
4/16/2000,Senior Engineer,1
4/15/2000,Senior Engineer,1
4/14/2000,Senior Engineer,1
4/13/2000,Senior Engineer,1
4/12/2000,Senior Staff,1
4/12/2000,Senior Engineer,1
4/11/2000,Senior Staff,1
4/10/2000,Engineer,1
4/10/2000,Senior Staff,1
4/10/2000,Senior Engineer,1
4/9/2000,Senior Engineer,1
4/9/2000,Senior Staff,2
4/8/2000,Senior Engineer,2
4/8/2000,Senior Staff,3
4/7/2000,Senior Staff,2
4/6/2000,Senior Staff,4
4/5/2000,Senior Staff,1
4/5/2000,Senior Engineer,1
4/4/2000,Senior Engineer,1
4/3/2000,Senior Engineer,2
4/2/2000,Senior Engineer,1
4/2/2000,Senior Staff,2
4/1/2000,Senior Engineer,2
3/31/2000,Senior Engineer,1
3/31/2000,Senior Staff,1
3/30/2000,Senior Engineer,2
3/30/2000,Senior Staff,1
3/29/2000,Senior Staff,1
3/29/2000,Senior Engineer,2
3/28/2000,Senior Staff,1
3/28/2000,Senior Engineer,1
3/27/2000,Senior Engineer,1
3/27/2000,Senior Staff,2
3/26/2000,Senior Staff,1
3/26/2000,Engineer,1
3/26/2000,Senior Engineer,2
3/25/2000,Engineer,1
3/25/2000,Senior Staff,1
3/24/2000,Senior Engineer,2
3/24/2000,Senior Staff,1
3/23/2000,Senior Engineer,1
3/23/2000,Senior Staff,1
3/22/2000,Senior Engineer,2
3/21/2000,Senior Engineer,1
3/21/2000,Senior Staff,1
3/20/2000,Senior Staff,3
3/20/2000,Senior Engineer,2
3/20/2000,Engineer,1
3/19/2000,Senior Staff,4
3/19/2000,Senior Engineer,4
3/18/2000,Senior Engineer,1
3/18/2000,Senior Staff,4
3/17/2000,Senior Staff,1
3/17/2000,Senior Engineer,1
3/16/2000,Senior Staff,1
3/16/2000,Senior Engineer,2
3/15/2000,Senior Engineer,1
3/14/2000,Senior Staff,2
3/14/2000,Senior Engineer,2
3/13/2000,Engineer,1
3/13/2000,Senior Staff,3
3/13/2000,Senior Engineer,3
3/12/2000,Engineer,1
3/12/2000,Senior Staff,2
3/11/2000,Senior Engineer,4
3/10/2000,Senior Engineer,2
3/9/2000,Senior Engineer,1
3/8/2000,Senior Staff,1
3/8/2000,Senior Engineer,2
3/7/2000,Senior Staff,1
3/7/2000,Senior Engineer,2
3/6/2000,Engineer,1
3/6/2000,Senior Engineer,3
3/5/2000,Senior Engineer,4
3/4/2000,Senior Staff,2
3/4/2000,Senior Engineer,3
3/3/2000,Senior Engineer,1
3/2/2000,Senior Engineer,1
3/2/2000,Senior Staff,2
3/2/2000,Engineer,1
3/1/2000,Senior Staff,1
3/1/2000,Senior Engineer,3
2/29/2000,Senior Engineer,3
2/28/2000,Senior Engineer,1
2/27/2000,Senior Engineer,1
2/27/2000,Senior Staff,1
2/27/2000,Engineer,2
2/26/2000,Senior Engineer,4
2/25/2000,Senior Staff,1
2/24/2000,Senior Staff,1
2/24/2000,Senior Engineer,2
2/23/2000,Senior Staff,1
2/23/2000,Senior Engineer,2
2/22/2000,Senior Staff,1
2/21/2000,Senior Engineer,1
2/20/2000,Senior Staff,2
2/20/2000,Senior Engineer,1
2/19/2000,Senior Engineer,4
2/18/2000,Senior Staff,1
2/18/2000,Senior Engineer,6
2/17/2000,Senior Staff,1
2/16/2000,Engineer,1
2/16/2000,Senior Engineer,2
2/16/2000,Senior Staff,2
2/15/2000,Senior Engineer,3
2/15/2000,Senior Staff,2
2/14/2000,Senior Staff,2
2/14/2000,Senior Engineer,2
2/13/2000,Senior Staff,3
2/13/2000,Senior Engineer,1
2/12/2000,Senior Staff,2
2/11/2000,Senior Staff,2
2/9/2000,Senior Engineer,3
2/8/2000,Senior Staff,2
2/8/2000,Senior Engineer,1
2/7/2000,Senior Engineer,1
2/6/2000,Senior Staff,2
2/6/2000,Senior Engineer,1
2/6/2000,Engineer,1
2/4/2000,Senior Engineer,4
2/4/2000,Senior Staff,1
2/3/2000,Senior Engineer,2
2/2/2000,Senior Staff,1
2/2/2000,Engineer,1
2/2/2000,Senior Engineer,1
2/1/2000,Staff,2
2/1/2000,Senior Staff,3
2/1/2000,Assistant Engineer,1
2/1/2000,Engineer,3
1/31/2000,Engineer,5
1/31/2000,Staff,3
1/31/2000,Senior Engineer,3
1/31/2000,Senior Staff,2
1/30/2000,Senior Engineer,1
1/30/2000,Engineer,1
1/30/2000,Senior Staff,1
1/30/2000,Staff,3
1/29/2000,Senior Staff,1
1/29/2000,Assistant Engineer,1
1/29/2000,Engineer,4
1/29/2000,Staff,2
1/28/2000,Staff,2
1/28/2000,Engineer,3
1/27/2000,Engineer,2
1/27/2000,Senior Staff,3
1/27/2000,Assistant Engineer,1
1/27/2000,Staff,2
1/26/2000,Assistant Engineer,1
1/26/2000,Senior Staff,1
1/26/2000,Engineer,3
1/26/2000,Staff,1
1/25/2000,Staff,3
1/25/2000,Engineer,1
1/25/2000,Senior Engineer,4
1/25/2000,Senior Staff,4
1/24/2000,Staff,3
1/24/2000,Engineer,4
1/24/2000,Senior Staff,1
1/24/2000,Assistant Engineer,1
1/23/2000,Staff,1
1/23/2000,Senior Staff,2
1/23/2000,Engineer,1
1/23/2000,Senior Engineer,4
1/22/2000,Staff,1
1/22/2000,Senior Engineer,2
1/22/2000,Senior Staff,1
1/21/2000,Engineer,2
1/21/2000,Assistant Engineer,1
1/21/2000,Senior Staff,2
1/21/2000,Senior Engineer,3
1/21/2000,Staff,4
1/20/2000,Senior Staff,2
1/20/2000,Staff,2
1/20/2000,Engineer,2
1/20/2000,Senior Engineer,2
1/19/2000,Senior Staff,1
1/19/2000,Engineer,2
1/19/2000,Staff,1
1/18/2000,Senior Staff,3
1/18/2000,Senior Engineer,2
1/17/2000,Engineer,6
1/17/2000,Assistant Engineer,1
1/17/2000,Senior Staff,2
1/17/2000,Senior Engineer,2
1/16/2000,Senior Staff,1
1/15/2000,Staff,2
1/15/2000,Senior Engineer,4
1/14/2000,Engineer,2
1/14/2000,Senior Engineer,2
1/14/2000,Senior Staff,3
1/14/2000,Technique Leader,1
1/14/2000,Staff,3
1/13/2000,Senior Engineer,3
1/13/2000,Engineer,2
1/13/2000,Staff,2
1/13/2000,Senior Staff,3
1/12/2000,Senior Engineer,2
1/12/2000,Staff,2
1/12/2000,Engineer,4
1/11/2000,Senior Engineer,3
1/11/2000,Engineer,1
1/11/2000,Senior Staff,2
1/11/2000,Staff,5
1/10/2000,Engineer,2
1/10/2000,Senior Staff,2
1/10/2000,Senior Engineer,2
1/10/2000,Staff,1
1/9/2000,Engineer,3
1/9/2000,Senior Engineer,1
1/9/2000,Senior Staff,1
1/8/2000,Senior Engineer,2
1/8/2000,Engineer,1
1/8/2000,Senior Staff,1
1/8/2000,Assistant Engineer,1
1/7/2000,Staff,1
1/7/2000,Engineer,1
1/7/2000,Assistant Engineer,1
1/7/2000,Senior Engineer,2
1/6/2000,Senior Engineer,4
1/6/2000,Engineer,2
1/6/2000,Senior Staff,1
1/5/2000,Senior Engineer,2
1/5/2000,Staff,1
1/5/2000,Engineer,1
1/5/2000,Senior Staff,1
1/4/2000,Technique Leader,1
1/4/2000,Engineer,1
1/4/2000,Senior Staff,1
1/4/2000,Senior Engineer,5
1/4/2000,Staff,3
1/3/2000,Engineer,2
1/3/2000,Senior Engineer,5
1/3/2000,Senior Staff,3
1/3/2000,Staff,1
1/2/2000,Senior Staff,1
1/2/2000,Staff,4
1/2/2000,Engineer,1
1/2/2000,Senior Engineer,2
1/1/2000,Senior Engineer,2
1/1/2000,Engineer,1
1/1/2000,Staff,2
12/31/1999,Engineer,1
12/31/1999,Technique Leader,1
12/31/1999,Staff,1
12/30/1999,Senior Staff,3
12/30/1999,Senior Engineer,1
12/29/1999,Engineer,2
12/29/1999,Staff,3
12/29/1999,Senior Staff,2
12/28/1999,Engineer,1
12/28/1999,Staff,1
12/28/1999,Senior Staff,2
12/28/1999,Senior Engineer,2
12/27/1999,Assistant Engineer,1
12/27/1999,Senior Engineer,1
12/27/1999,Engineer,1
12/27/1999,Senior Staff,2
12/27/1999,Technique Leader,1
12/27/1999,Staff,3
12/26/1999,Engineer,2
12/26/1999,Senior Engineer,1
12/26/1999,Staff,1
12/25/1999,Senior Engineer,1
12/25/1999,Senior Staff,1
12/25/1999,Engineer,1
12/25/1999,Staff,2
12/24/1999,Technique Leader,1
12/24/1999,Senior Engineer,2
12/24/1999,Engineer,2
12/23/1999,Senior Engineer,5
12/23/1999,Staff,2
12/23/1999,Senior Staff,1
12/23/1999,Engineer,1
12/22/1999,Senior Staff,1
12/22/1999,Engineer,3
12/22/1999,Senior Engineer,3
12/21/1999,Senior Staff,1
12/21/1999,Senior Engineer,1
12/21/1999,Engineer,2
12/21/1999,Staff,1
12/21/1999,Technique Leader,1
12/20/1999,Assistant Engineer,1
12/20/1999,Technique Leader,1
12/20/1999,Senior Staff,2
12/20/1999,Senior Engineer,4
12/20/1999,Staff,2
12/20/1999,Engineer,2
12/19/1999,Technique Leader,1
12/19/1999,Staff,2
12/19/1999,Senior Engineer,1
12/19/1999,Senior Staff,3
12/18/1999,Engineer,2
12/18/1999,Senior Engineer,3
12/18/1999,Senior Staff,4
12/17/1999,Engineer,1
12/17/1999,Senior Staff,2
12/16/1999,Engineer,2
12/16/1999,Staff,3
12/16/1999,Senior Staff,1
12/16/1999,Senior Engineer,2
